Sequence	Order	Species	BOLD	GenBank
47445	Lepidoptera	Pieris rapae	OXB1327-15	MN140313
47446	Lepidoptera	Pieris rapae	OXB1340-15	MN138915
47447	Lepidoptera	Pieris rapae	OXB1360-15	MN139054
47448	Lepidoptera	Pieris rapae	OXB1378-15	MN142903
47449	Lepidoptera	Pieris rapae	OXB1390-15	MN139744
47450	Lepidoptera	Pieris rapae	OXB1454-16	MW501659
47451	Lepidoptera	Pieris rapae	OXB1455-16	MW501185
47452	Lepidoptera	Pieris rapae	OXB1456-16	MW499236
47453	Lepidoptera	Pieris rapae	OXB1523-16	MW499555
47454	Lepidoptera	Pieris rapae	OXB1524-16	MW501412
47455	Lepidoptera	Pieris rapae	OXB1528-16	MW502130
47456	Lepidoptera	Pieris rapae	OXB1529-16	MW500842
47457	Lepidoptera	Pieris rapae	OXB1547-16	MW503018
47458	Lepidoptera	Pieris rapae	OXB1548-16	MW499064
47459	Lepidoptera	Pieris rapae	OXB261-15	MN143974
47460	Lepidoptera	Pieris rapae	OXB267-15	MN141416
47461	Lepidoptera	Pieris rapae	OXB341-15	MN144118
47462	Lepidoptera	Pieris rapae	OXB365-15	MN139295
47463	Lepidoptera	Pieris rapae	OXB572-15	MN140902
47464	Lepidoptera	Pieris rapae	OXB602-15	MN140162
47465	Lepidoptera	Pieris rapae	OXB668-15	MN140173
47466	Lepidoptera	Pieris rapae	OXB673-15	MH420237
47467	Lepidoptera	Pieris rapae	OXB677-15	MH418826
47468	Lepidoptera	Pieris rapae	OXB679-15	MH418914
47469	Lepidoptera	Pieris rapae	OXB688-15	MH418575
47470	Lepidoptera	Pieris rapae	OXB692-15	MH418702
47471	Lepidoptera	Pieris rapae	OXB694-15	MH419137
47472	Lepidoptera	Pieris rapae	OXB748-15	MN139448
47473	Lepidoptera	Pieris rapae	OXB761-15	MN144618
47474	Lepidoptera	Pieris rapae	OXB839-15	MN145418
47475	Lepidoptera	Pieris rapae	OXB859-15	MH420330
47476	Lepidoptera	Pieris rapae	OXB896-15	MH419554
47477	Lepidoptera	Pieris rapae	OXB995-15	MN138554
47478	Lepidoptera	Pieris rapae	PHLAI544-13	MN145333
47479	Lepidoptera	Pieris rapae	PHLCA1071-11	JN276270
47480	Lepidoptera	Pieris rapae	PHLCD1235-12	NA
47481	Lepidoptera	Pieris rapae	PHLCD3165-12	NA
47482	Lepidoptera	Pieris rapae	PRA014-19	MN182318
47483	Lepidoptera	Pieris rapae	PRA015-19	MN182317
47484	Lepidoptera	Pieris rapae	PRA016-19	MN182316
47485	Lepidoptera	Pieris rapae	PRA017-19	MN182315
47486	Lepidoptera	Pieris rapae	PRA018-19	MN182314
47487	Lepidoptera	Pieris rapae	PRA019-19	MN182313
47488	Lepidoptera	Pieris rapae	PRA020-19	MN182312
47489	Lepidoptera	Pieris rapae	PRA021-19	MN182311
47490	Lepidoptera	Pieris rapae	PRA022-19	MN182310
47491	Lepidoptera	Pieris rapae	PRA023-19	MN182309
47492	Lepidoptera	Pieris rapae	PRA024-19	MN182308
47493	Lepidoptera	Pieris rapae	PRA025-19	MN182307
47494	Lepidoptera	Pieris rapae	PRA026-19	MN182306
47495	Lepidoptera	Pieris rapae	PRA027-19	MN182305
47496	Lepidoptera	Pieris rapae	PRA028-19	MN182304
47497	Lepidoptera	Pieris rapae	PRA029-19	MN182303
47498	Lepidoptera	Pieris rapae	PRA030-19	MN182302
47499	Lepidoptera	Pieris rapae	PRA031-19	MN182301
47500	Lepidoptera	Pieris rapae	PRA032-19	MN182300
47501	Lepidoptera	Pieris rapae	PRA033-19	MN182299
47502	Lepidoptera	Pieris rapae	PRA034-19	MN182298
47503	Lepidoptera	Pieris rapae	PRA035-19	MN182297
47504	Lepidoptera	Pieris rapae	PRA036-19	MN182296
47505	Lepidoptera	Pieris rapae	PRA037-19	MN182295
47506	Lepidoptera	Pieris rapae	PRA038-19	MN182294
47507	Lepidoptera	Pieris rapae	PRA039-19	MN182293
47508	Lepidoptera	Pieris rapae	PRA040-19	MN182292
47509	Lepidoptera	Pieris rapae	PRA041-19	MN182291
47510	Lepidoptera	Pieris rapae	PRA042-19	MN182290
47511	Lepidoptera	Pieris rapae	PRA043-19	MN182289
47512	Lepidoptera	Pieris rapae	PRA044-19	MN182288
47513	Lepidoptera	Pieris rapae	PRA045-19	MN182287
47514	Lepidoptera	Pieris rapae	PRA046-19	MN182286
47515	Lepidoptera	Pieris rapae	PRA047-19	MN182285
47516	Lepidoptera	Pieris rapae	PRA048-19	MN182284
47517	Lepidoptera	Pieris rapae	PRA049-19	MN182283
47518	Lepidoptera	Pieris rapae	PRA050-19	MN182282
47519	Lepidoptera	Pieris rapae	PRA051-19	MN182281
47520	Lepidoptera	Pieris rapae	PRA052-19	MN182280
47521	Lepidoptera	Pieris rapae	PRA053-19	MN182279
47522	Lepidoptera	Pieris rapae	PRA054-19	MN182278
47523	Lepidoptera	Pieris rapae	PRA055-19	MN182277
47524	Lepidoptera	Pieris rapae	PRA056-19	MN182276
47525	Lepidoptera	Pieris rapae	PRA057-19	MN182275
47526	Lepidoptera	Pieris rapae	PRA058-19	MN182274
47527	Lepidoptera	Pieris rapae	PRA059-19	MN182273
47528	Lepidoptera	Pieris rapae	PRA060-19	MN182272
47529	Lepidoptera	Pieris rapae	PRA061-19	MN182271
47530	Lepidoptera	Pieris rapae	PRA064-19	MN182268
47531	Lepidoptera	Pieris rapae	PRA065-19	MN182267
47532	Lepidoptera	Pieris rapae	PRA066-19	MN182266
47533	Lepidoptera	Pieris rapae	PRA067-19	MN182265
47534	Lepidoptera	Pieris rapae	PRA068-19	MN182264
47535	Lepidoptera	Pieris rapae	PRA069-19	MN182263
47536	Lepidoptera	Pieris rapae	PRA070-19	MN182262
47537	Lepidoptera	Pieris rapae	PRA071-19	MN182261
47538	Lepidoptera	Pieris rapae	PRA072-19	MN182260
47539	Lepidoptera	Pieris rapae	PRA122-19	MN182210
47540	Lepidoptera	Pieris rapae	PRA062-19	MN182270
47541	Lepidoptera	Pieris rapae	PRA063-19	MN182269
47542	Lepidoptera	Pieris rapae	PRA073-19	MN182259
47543	Lepidoptera	Pieris rapae	PRA074-19	MN182258
47544	Lepidoptera	Pieris rapae	PRA075-19	MN182257
47545	Lepidoptera	Pieris rapae	PRA076-19	MN182256
47546	Lepidoptera	Pieris rapae	PRA077-19	MN182255
47547	Lepidoptera	Pieris rapae	PRA078-19	MN182254
47548	Lepidoptera	Pieris rapae	PRA079-19	MN182253
47549	Lepidoptera	Pieris rapae	PRA080-19	MN182252
47550	Lepidoptera	Pieris rapae	PRA081-19	MN182251
47551	Lepidoptera	Pieris rapae	PRA082-19	MN182250
47552	Lepidoptera	Pieris rapae	PRA083-19	MN182249
47553	Lepidoptera	Pieris rapae	PRA084-19	MN182248
47554	Lepidoptera	Pieris rapae	PRA085-19	MN182247
47555	Lepidoptera	Pieris rapae	PRA086-19	MN182246
47556	Lepidoptera	Pieris rapae	PRA087-19	MN182245
47557	Lepidoptera	Pieris rapae	PRA088-19	MN182244
47558	Lepidoptera	Pieris rapae	PRA089-19	MN182243
47559	Lepidoptera	Pieris rapae	PRA090-19	MN182242
47560	Lepidoptera	Pieris rapae	PRA091-19	MN182319
47561	Lepidoptera	Pieris rapae	PRA092-19	MN182240
47562	Lepidoptera	Pieris rapae	PRA093-19	MN182239
47563	Lepidoptera	Pieris rapae	PRA094-19	MN182238
47564	Lepidoptera	Pieris rapae	PRA095-19	MN182237
47565	Lepidoptera	Pieris rapae	PRA096-19	MN182236
47566	Lepidoptera	Pieris rapae	PRA097-19	MN182235
47567	Lepidoptera	Pieris rapae	PRA098-19	MN182234
47568	Lepidoptera	Pieris rapae	PRA099-19	MN182233
47569	Lepidoptera	Pieris rapae	PRA100-19	MN182232
47570	Lepidoptera	Pieris rapae	PRA101-19	MN182231
47571	Lepidoptera	Pieris rapae	PRA102-19	MN182230
47572	Lepidoptera	Pieris rapae	PRA103-19	MN182229
47573	Lepidoptera	Pieris rapae	PRA104-19	MN182228
47574	Lepidoptera	Pieris rapae	PRA105-19	MN182227
47575	Lepidoptera	Pieris rapae	PRA106-19	MN182226
47576	Lepidoptera	Pieris rapae	PRA107-19	MN182225
47577	Lepidoptera	Pieris rapae	PRA108-19	MN182224
47578	Lepidoptera	Pieris rapae	PRA109-19	MN182223
47579	Lepidoptera	Pieris rapae	PRA110-19	MN182222
47580	Lepidoptera	Pieris rapae	PRA111-19	MN182221
47581	Lepidoptera	Pieris rapae	PRA112-19	MN182220
47582	Lepidoptera	Pieris rapae	PRA113-19	MN182219
47583	Lepidoptera	Pieris rapae	PRA114-19	MN182218
47584	Lepidoptera	Pieris rapae	PRA115-19	MN182217
47585	Lepidoptera	Pieris rapae	PRA116-19	MN182216
47586	Lepidoptera	Pieris rapae	PRA117-19	MN182215
47587	Lepidoptera	Pieris rapae	PRA118-19	MN182214
47588	Lepidoptera	Pieris rapae	PRA119-19	MN182213
47589	Lepidoptera	Pieris rapae	PRA120-19	MN182212
47590	Lepidoptera	Pieris rapae	PRA121-19	MN182211
47591	Lepidoptera	Pieris rapae	PRA123-19	MN182209
47592	Lepidoptera	Pieris rapae	PRA124-19	MN182208
47593	Lepidoptera	Pieris rapae	PRA125-19	MN182207
47594	Lepidoptera	Pieris rapae	PRA126-19	MN182206
47595	Lepidoptera	Pieris rapae	PRA127-19	MN182205
47596	Lepidoptera	Pieris rapae	PRA128-19	MN182204
47597	Lepidoptera	Pieris rapae	PRA129-19	MN182203
47598	Lepidoptera	Pieris rapae	PRA130-19	MN182202
47599	Lepidoptera	Pieris rapae	PRA131-19	MN182201
47600	Lepidoptera	Pieris rapae	PRA132-19	MN182200
47601	Lepidoptera	Pieris rapae	PRA133-19	MN182199
47602	Lepidoptera	Pieris rapae	PRA167-19	MN181847
47603	Lepidoptera	Pieris rapae	PRA517-19	MN182056
47604	Lepidoptera	Pieris rapae	PRA134-19	MN182198
47605	Lepidoptera	Pieris rapae	PRA135-19	MN182197
47606	Lepidoptera	Pieris rapae	PRA136-19	MN182196
47607	Lepidoptera	Pieris rapae	PRA137-19	MN182195
47608	Lepidoptera	Pieris rapae	PRA138-19	MN182194
47609	Lepidoptera	Pieris rapae	PRA139-19	MN182193
47610	Lepidoptera	Pieris rapae	PRA140-19	MN182192
47611	Lepidoptera	Pieris rapae	PRA141-19	MN182191
47612	Lepidoptera	Pieris rapae	PRA142-19	MN182190
47613	Lepidoptera	Pieris rapae	PRA143-19	MN182189
47614	Lepidoptera	Pieris rapae	PRA144-19	MN182188
47615	Lepidoptera	Pieris rapae	PRA145-19	MN182187
47616	Lepidoptera	Pieris rapae	PRA146-19	MN182186
47617	Lepidoptera	Pieris rapae	PRA147-19	MN182185
47618	Lepidoptera	Pieris rapae	PRA148-19	MN182184
47619	Lepidoptera	Pieris rapae	PRA149-19	MN182183
47620	Lepidoptera	Pieris rapae	PRA150-19	MN182182
47621	Lepidoptera	Pieris rapae	PRA151-19	MN182181
47622	Lepidoptera	Pieris rapae	PRA152-19	MN182180
47623	Lepidoptera	Pieris rapae	PRA153-19	MN182179
47624	Lepidoptera	Pieris rapae	PRA154-19	MN182178
47625	Lepidoptera	Pieris rapae	PRA155-19	MN182177
47626	Lepidoptera	Pieris rapae	PRA156-19	MN182176
47627	Lepidoptera	Pieris rapae	PRA157-19	MN182175
47628	Lepidoptera	Pieris rapae	PRA158-19	MN182174
47629	Lepidoptera	Pieris rapae	PRA159-19	MN182173
47630	Lepidoptera	Pieris rapae	PRA160-19	MN182172
47631	Lepidoptera	Pieris rapae	PRA161-19	MN182171
47632	Lepidoptera	Pieris rapae	PRA162-19	MN182170
47633	Lepidoptera	Pieris rapae	PRA163-19	MN182169
47634	Lepidoptera	Pieris rapae	PRA164-19	MN182168
47635	Lepidoptera	Pieris rapae	PRA165-19	MN182167
47636	Lepidoptera	Pieris rapae	PRA166-19	MN181848
47637	Lepidoptera	Pieris rapae	PRA168-19	MN181846
47638	Lepidoptera	Pieris rapae	PRA169-19	MN181845
47639	Lepidoptera	Pieris rapae	PRA170-19	MN181844
47640	Lepidoptera	Pieris rapae	PRA171-19	MN181843
47641	Lepidoptera	Pieris rapae	PRA172-19	MN181842
47642	Lepidoptera	Pieris rapae	PRA173-19	MN181841
47643	Lepidoptera	Pieris rapae	PRA174-19	MN181840
47644	Lepidoptera	Pieris rapae	PRA175-19	MN181839
47645	Lepidoptera	Pieris rapae	PRA176-19	MN181838
47646	Lepidoptera	Pieris rapae	PRA177-19	MN181837
47647	Lepidoptera	Pieris rapae	PRA178-19	MN181836
47648	Lepidoptera	Pieris rapae	PRA179-19	MN181835
47649	Lepidoptera	Pieris rapae	PRA180-19	MN181834
47650	Lepidoptera	Pieris rapae	PRA181-19	MN181833
47651	Lepidoptera	Pieris rapae	PRA182-19	MN181832
47652	Lepidoptera	Pieris rapae	PRA183-19	MN181831
47653	Lepidoptera	Pieris rapae	PRA184-19	MN181830
47654	Lepidoptera	Pieris rapae	PRA185-19	MN181829
47655	Lepidoptera	Pieris rapae	PRA186-19	MN181828
47656	Lepidoptera	Pieris rapae	PRA187-19	MN181827
47657	Lepidoptera	Pieris rapae	PRA188-19	MN181826
47658	Lepidoptera	Pieris rapae	PRA189-19	MN181825
47659	Lepidoptera	Pieris rapae	PRA190-19	MN181824
47660	Lepidoptera	Pieris rapae	PRA191-19	MN181823
47661	Lepidoptera	Pieris rapae	PRA192-19	MN181822
47662	Lepidoptera	Pieris rapae	PRA193-19	MN181821
47663	Lepidoptera	Pieris rapae	PRA201-19	MN181813
47664	Lepidoptera	Pieris rapae	PRA202-19	MN181812
47665	Lepidoptera	Pieris rapae	PRA203-19	MN181811
47666	Lepidoptera	Pieris rapae	PRA204-19	MN181810
47667	Lepidoptera	Pieris rapae	PRA205-19	MN181809
47668	Lepidoptera	Pieris rapae	PRA194-19	MN181820
47669	Lepidoptera	Pieris rapae	PRA195-19	MN181819
47670	Lepidoptera	Pieris rapae	PRA196-19	MN181818
47671	Lepidoptera	Pieris rapae	PRA197-19	MN181817
47672	Lepidoptera	Pieris rapae	PRA198-19	MN181816
47673	Lepidoptera	Pieris rapae	PRA199-19	MN181815
47674	Lepidoptera	Pieris rapae	PRA200-19	MN181814
47675	Lepidoptera	Pieris rapae	PRA206-19	MN181808
47676	Lepidoptera	Pieris rapae	PRA207-19	MN181807
47677	Lepidoptera	Pieris rapae	PRA208-19	MN181806
47678	Lepidoptera	Pieris rapae	PRA209-19	MN181805
47679	Lepidoptera	Pieris rapae	PRA210-19	MN181804
47680	Lepidoptera	Pieris rapae	PRA211-19	MN181803
47681	Lepidoptera	Pieris rapae	PRA212-19	MN181802
47682	Lepidoptera	Pieris rapae	PRA213-19	MN181801
47683	Lepidoptera	Pieris rapae	PRA214-19	MN181800
47684	Lepidoptera	Pieris rapae	PRA215-19	MN181799
47685	Lepidoptera	Pieris rapae	PRA216-19	MN181798
47686	Lepidoptera	Pieris rapae	PRA217-19	MN181797
47687	Lepidoptera	Pieris rapae	PRA218-19	MN181796
47688	Lepidoptera	Pieris rapae	PRA219-19	MN181795
47689	Lepidoptera	Pieris rapae	PRA220-19	MN181794
47690	Lepidoptera	Pieris rapae	PRA221-19	MN181793
47691	Lepidoptera	Pieris rapae	PRA222-19	MN181792
47692	Lepidoptera	Pieris rapae	PRA223-19	MN181791
47693	Lepidoptera	Pieris rapae	PRA224-19	MN181790
47694	Lepidoptera	Pieris rapae	PRA225-19	MN181789
47695	Lepidoptera	Pieris rapae	PRA226-19	MN181788
47696	Lepidoptera	Pieris rapae	PRA227-19	MN181787
47697	Lepidoptera	Pieris rapae	PRA228-19	MN181786
47698	Lepidoptera	Pieris rapae	PRA229-19	MN181785
47699	Lepidoptera	Pieris rapae	PRA230-19	MN181784
47700	Lepidoptera	Pieris rapae	PRA231-19	MN181783
47701	Lepidoptera	Pieris rapae	PRA232-19	MN181782
47702	Lepidoptera	Pieris rapae	PRA233-19	MN181781
47703	Lepidoptera	Pieris rapae	PRA234-19	MN181780
47704	Lepidoptera	Pieris rapae	PRA235-19	MN181779
47705	Lepidoptera	Pieris rapae	PRA236-19	MN181778
47706	Lepidoptera	Pieris rapae	PRA237-19	MN181777
47707	Lepidoptera	Pieris rapae	PRA238-19	MN181776
47708	Lepidoptera	Pieris rapae	PRA239-19	MN181775
47709	Lepidoptera	Pieris rapae	PRA240-19	MN181774
47710	Lepidoptera	Pieris rapae	PRA241-19	MN181773
47711	Lepidoptera	Pieris rapae	PRA242-19	MN181772
47712	Lepidoptera	Pieris rapae	PRA243-19	MN181771
47713	Lepidoptera	Pieris rapae	PRA244-19	MN181770
47714	Lepidoptera	Pieris rapae	PRA245-19	MN181769
47715	Lepidoptera	Pieris rapae	PRA246-19	MN181768
47716	Lepidoptera	Pieris rapae	PRA247-19	MN181767
47717	Lepidoptera	Pieris rapae	PRA248-19	MN181766
47718	Lepidoptera	Pieris rapae	PRA249-19	MN181765
47719	Lepidoptera	Pieris rapae	PRA250-19	MN181764
47720	Lepidoptera	Pieris rapae	PRA251-19	MN181763
47721	Lepidoptera	Pieris rapae	PRA252-19	MN181762
47722	Lepidoptera	Pieris rapae	PRA253-19	MN181761
47723	Lepidoptera	Pieris rapae	PRA254-19	MN181760
47724	Lepidoptera	Pieris rapae	PRA255-19	MN181759
47725	Lepidoptera	Pieris rapae	PRA256-19	MN181758
47726	Lepidoptera	Pieris rapae	PRA257-19	MN181757
47727	Lepidoptera	Pieris rapae	PRA258-19	MN181756
47728	Lepidoptera	Pieris rapae	PRA259-19	MN181755
47729	Lepidoptera	Pieris rapae	PRA260-19	MN181754
47730	Lepidoptera	Pieris rapae	PRA261-19	MN181753
47731	Lepidoptera	Pieris rapae	PRA278-19	MN181736
47732	Lepidoptera	Pieris rapae	PRA262-19	MN181752
47733	Lepidoptera	Pieris rapae	PRA263-19	MN181751
47734	Lepidoptera	Pieris rapae	PRA264-19	MN181750
47735	Lepidoptera	Pieris rapae	PRA265-19	MN181749
47736	Lepidoptera	Pieris rapae	PRA266-19	MN181748
47737	Lepidoptera	Pieris rapae	PRA267-19	MN181747
47738	Lepidoptera	Pieris rapae	PRA268-19	MN181746
47739	Lepidoptera	Pieris rapae	PRA269-19	MN181745
47740	Lepidoptera	Pieris rapae	PRA270-19	MN181744
47741	Lepidoptera	Pieris rapae	PRA271-19	MN181743
47742	Lepidoptera	Pieris rapae	PRA272-19	MN181742
47743	Lepidoptera	Pieris rapae	PRA273-19	MN181741
47744	Lepidoptera	Pieris rapae	PRA274-19	MN181740
47745	Lepidoptera	Pieris rapae	PRA275-19	MN181739
47746	Lepidoptera	Pieris rapae	PRA276-19	MN181738
47747	Lepidoptera	Pieris rapae	PRA277-19	MN181737
47748	Lepidoptera	Pieris rapae	PRA279-19	MN181735
47749	Lepidoptera	Pieris rapae	PRA280-19	MN181734
47750	Lepidoptera	Pieris rapae	PRA281-19	MN181733
47751	Lepidoptera	Pieris rapae	PRA282-19	MN181732
47752	Lepidoptera	Pieris rapae	PRA283-19	MN181731
47753	Lepidoptera	Pieris rapae	PRA284-19	MN181730
47754	Lepidoptera	Pieris rapae	PRA285-19	MN181729
47755	Lepidoptera	Pieris rapae	PRA286-19	MN181728
47756	Lepidoptera	Pieris rapae	PRA287-19	MN181727
47757	Lepidoptera	Pieris rapae	PRA288-19	MN181726
47758	Lepidoptera	Pieris rapae	PRA289-19	MN181725
47759	Lepidoptera	Pieris rapae	PRA290-19	MN181724
47760	Lepidoptera	Pieris rapae	PRA291-19	MN181723
47761	Lepidoptera	Pieris rapae	PRA292-19	MN181722
47762	Lepidoptera	Pieris rapae	PRA293-19	MN181721
47763	Lepidoptera	Pieris rapae	PRA294-19	MN181720
47764	Lepidoptera	Pieris rapae	PRA295-19	MN181719
47765	Lepidoptera	Pieris rapae	PRA296-19	MN181718
47766	Lepidoptera	Pieris rapae	PRA297-19	MN181717
47767	Lepidoptera	Pieris rapae	PRA298-19	MN181716
47768	Lepidoptera	Pieris rapae	PRA299-19	MN181715
47769	Lepidoptera	Pieris rapae	PRA300-19	MN181714
47770	Lepidoptera	Pieris rapae	PRA301-19	MN181713
47771	Lepidoptera	Pieris rapae	PRA302-19	MN181712
47772	Lepidoptera	Pieris rapae	PRA303-19	MN181711
47773	Lepidoptera	Pieris rapae	PRA304-19	MN181710
47774	Lepidoptera	Pieris rapae	PRA305-19	MN181709
47775	Lepidoptera	Pieris rapae	PRA306-19	MN181708
47776	Lepidoptera	Pieris rapae	PRA307-19	MN181707
47777	Lepidoptera	Pieris rapae	PRA308-19	MN181706
47778	Lepidoptera	Pieris rapae	PRA309-19	MN181705
47779	Lepidoptera	Pieris rapae	PRA310-19	MN181704
47780	Lepidoptera	Pieris rapae	PRA311-19	MN181703
47781	Lepidoptera	Pieris rapae	PRA312-19	MN181702
47782	Lepidoptera	Pieris rapae	PRA313-19	MN181701
47783	Lepidoptera	Pieris rapae	PRA314-19	MN181700
47784	Lepidoptera	Pieris rapae	PRA315-19	MN181699
47785	Lepidoptera	Pieris rapae	PRA316-19	MN181698
47786	Lepidoptera	Pieris rapae	PRA317-19	MN181697
47787	Lepidoptera	Pieris rapae	PRA318-19	MN181696
47788	Lepidoptera	Pieris rapae	PRA319-19	MN181695
47789	Lepidoptera	Pieris rapae	PRA320-19	MN181694
47790	Lepidoptera	Pieris rapae	PRA321-19	MN181693
47791	Lepidoptera	Pieris rapae	PRA322-19	MN181692
47792	Lepidoptera	Pieris rapae	PRA323-19	MN181691
47793	Lepidoptera	Pieris rapae	PRA324-19	MN181690
47794	Lepidoptera	Pieris rapae	PRA332-19	MN181682
47795	Lepidoptera	Pieris rapae	PRA341-19	MN181673
47796	Lepidoptera	Pieris rapae	PRA325-19	MN181689
47797	Lepidoptera	Pieris rapae	PRA326-19	MN181688
47798	Lepidoptera	Pieris rapae	PRA327-19	MN181687
47799	Lepidoptera	Pieris rapae	PRA328-19	MN181686
47800	Lepidoptera	Pieris rapae	PRA329-19	MN181685
47801	Lepidoptera	Pieris rapae	PRA330-19	MN181684
47802	Lepidoptera	Pieris rapae	PRA331-19	MN181683
47803	Lepidoptera	Pieris rapae	PRA333-19	MN181681
47804	Lepidoptera	Pieris rapae	PRA334-19	MN181680
47805	Lepidoptera	Pieris rapae	PRA335-19	MN181679
47806	Lepidoptera	Pieris rapae	PRA336-19	MN181678
47807	Lepidoptera	Pieris rapae	PRA337-19	MN181677
47808	Lepidoptera	Pieris rapae	PRA338-19	MN181676
47809	Lepidoptera	Pieris rapae	PRA339-19	MN181675
47810	Lepidoptera	Pieris rapae	PRA340-19	MN181674
47811	Lepidoptera	Pieris rapae	PRA342-19	MN181672
47812	Lepidoptera	Pieris rapae	PRA343-19	MN181671
47813	Lepidoptera	Pieris rapae	PRA344-19	MN181670
47814	Lepidoptera	Pieris rapae	PRA345-19	MN181669
47815	Lepidoptera	Pieris rapae	PRA346-19	MN181668
47816	Lepidoptera	Pieris rapae	PRA347-19	MN181667
47817	Lepidoptera	Pieris rapae	PRA348-19	MN181666
47818	Lepidoptera	Pieris rapae	PRA349-19	MN181665
47819	Lepidoptera	Pieris rapae	PRA350-19	MN181664
47820	Lepidoptera	Pieris rapae	PRA351-19	MN181663
47821	Lepidoptera	Pieris rapae	PRA352-19	MN181662
47822	Lepidoptera	Pieris rapae	PRA353-19	MN181661
47823	Lepidoptera	Pieris rapae	PRA354-19	MN181660
47824	Lepidoptera	Pieris rapae	PRA355-19	MN181659
47825	Lepidoptera	Pieris rapae	PRA356-19	MN181658
47826	Lepidoptera	Pieris rapae	PRA357-19	MN181657
47827	Lepidoptera	Pieris rapae	PRA358-19	MN181656
47828	Lepidoptera	Pieris rapae	PRA359-19	MN181655
47829	Lepidoptera	Pieris rapae	PRA360-19	MN181654
47830	Lepidoptera	Pieris rapae	PRA361-19	MN181653
47831	Lepidoptera	Pieris rapae	PRA362-19	MN181652
47832	Lepidoptera	Pieris rapae	PRA363-19	MN181651
47833	Lepidoptera	Pieris rapae	PRA364-19	MN181650
47834	Lepidoptera	Pieris rapae	PRA365-19	MN181649
47835	Lepidoptera	Pieris rapae	PRA366-19	MN181648
47836	Lepidoptera	Pieris rapae	PRA367-19	MN181647
47837	Lepidoptera	Pieris rapae	PRA368-19	MN181646
47838	Lepidoptera	Pieris rapae	PRA369-19	MN181645
47839	Lepidoptera	Pieris rapae	PRA370-19	MN181644
47840	Lepidoptera	Pieris rapae	PRA371-19	MN181643
47841	Lepidoptera	Pieris rapae	PRA372-19	MN181642
47842	Lepidoptera	Pieris rapae	PRA373-19	MN181641
47843	Lepidoptera	Pieris rapae	PRA374-19	MN181640
47844	Lepidoptera	Pieris rapae	PRA375-19	MN181639
47845	Lepidoptera	Pieris rapae	PRA377-19	MN181637
47846	Lepidoptera	Pieris rapae	PRA378-19	MN181636
47847	Lepidoptera	Pieris rapae	PRA379-19	MN181635
47848	Lepidoptera	Pieris rapae	PRA380-19	MN181634
47849	Lepidoptera	Pieris rapae	PRA381-19	MN181633
47850	Lepidoptera	Pieris rapae	PRA382-19	MN181632
47851	Lepidoptera	Pieris rapae	PRA383-19	MN181631
47852	Lepidoptera	Pieris rapae	PRA384-19	MN181630
47853	Lepidoptera	Pieris rapae	PRA385-19	MN181629
47854	Lepidoptera	Pieris rapae	PRA386-19	MN181628
47855	Lepidoptera	Pieris rapae	PRA387-19	MN181627
47856	Lepidoptera	Pieris rapae	PRA388-19	MN181626
47857	Lepidoptera	Pieris rapae	PRA389-19	MN181625
47858	Lepidoptera	Pieris rapae	PRA390-19	MN181624
47859	Lepidoptera	Pieris rapae	PRA391-19	MN181623
47860	Lepidoptera	Pieris rapae	PRA376-19	MN181638
47861	Lepidoptera	Pieris rapae	PRA392-19	MN181622
47862	Lepidoptera	Pieris rapae	PRA393-19	MN181621
47863	Lepidoptera	Pieris rapae	PRA394-19	MN182331
47864	Lepidoptera	Pieris rapae	PRA395-19	MN182330
47865	Lepidoptera	Pieris rapae	PRA396-19	MN182329
47866	Lepidoptera	Pieris rapae	PRA397-19	MN182328
47867	Lepidoptera	Pieris rapae	PRA398-19	MN182327
47868	Lepidoptera	Pieris rapae	PRA399-19	MN182326
47869	Lepidoptera	Pieris rapae	PRA400-19	MN182325
47870	Lepidoptera	Pieris rapae	PRA401-19	MN182324
47871	Lepidoptera	Pieris rapae	PRA402-19	MN182323
47872	Lepidoptera	Pieris rapae	PRA403-19	MN182322
47873	Lepidoptera	Pieris rapae	PRA404-19	MN182321
47874	Lepidoptera	Pieris rapae	PRA405-19	MN182320
47875	Lepidoptera	Pieris rapae	PRA406-19	MN182241
47876	Lepidoptera	Pieris rapae	PRA407-19	MN182166
47877	Lepidoptera	Pieris rapae	PRA408-19	MN182165
47878	Lepidoptera	Pieris rapae	PRA409-19	MN182164
47879	Lepidoptera	Pieris rapae	PRA410-19	MN182163
47880	Lepidoptera	Pieris rapae	PRA411-19	MN182162
47881	Lepidoptera	Pieris rapae	PRA412-19	MN182161
47882	Lepidoptera	Pieris rapae	PRA413-19	MN182160
47883	Lepidoptera	Pieris rapae	PRA414-19	MN182159
47884	Lepidoptera	Pieris rapae	PRA415-19	MN182158
47885	Lepidoptera	Pieris rapae	PRA416-19	MN182157
47886	Lepidoptera	Pieris rapae	PRA417-19	MN182156
47887	Lepidoptera	Pieris rapae	PRA418-19	MN182155
47888	Lepidoptera	Pieris rapae	PRA419-19	MN182154
47889	Lepidoptera	Pieris rapae	PRA420-19	MN182153
47890	Lepidoptera	Pieris rapae	PRA421-19	MN182152
47891	Lepidoptera	Pieris rapae	PRA422-19	MN182151
47892	Lepidoptera	Pieris rapae	PRA423-19	MN182150
47893	Lepidoptera	Pieris rapae	PRA424-19	MN182149
47894	Lepidoptera	Pieris rapae	PRA425-19	MN182148
